Frame,Body_Angle_deg,Leg_Stretch_Ratio
1986,85.53,0.624
1986,79.078,0.453
1987,82.266,0.669
1987,78.316,0.446
1988,81.707,0.622
1988,77.971,0.455
1989,81.762,0.624
1989,77.885,0.454
1990,73.593,0.687
1990,80.022,0.445
1991,81.175,0.627
1991,80.684,0.44
1992,78.311,0.641
1992,82.357,0.452
1993,78.787,0.623
1993,81.77,0.452
1994,77.884,0.619
1994,84.404,0.431
1995,77.955,0.619
1995,84.547,0.431
1996,86.102,0.611
1996,88.611,0.418
1997,87.127,0.617
1997,87.615,0.418
1998,88.391,0.626
1998,85.048,0.427
1999,92.461,0.614
1999,84.344,0.423
2000,97.591,0.576
2000,83.051,0.428
2001,97.551,0.576
2001,83.075,0.428
2002,100.282,0.584
2002,82.281,0.433
2003,99.905,0.666
2003,82.501,0.425
2004,102.352,0.652
2004,77.951,0.425
2005,101.788,0.653
2005,72.929,0.374
2006,102.204,0.636
2006,68.632,0.414
2007,102.285,0.635
2007,69.003,0.415
2008,98.339,0.637
2008,65.637,0.408
2009,98.212,0.609
2009,37.21,0.378
2010,96.614,0.606
2010,35.0,0.374
2011,93.729,0.616
2011,35.48,0.396
2012,95.405,0.555
2012,31.704,0.502
2013,95.378,0.555
2013,31.981,0.498
2014,91.815,0.601
2014,24.047,0.582
2015,88.863,0.588
2015,21.618,0.534
2016,87.168,0.633
2016,19.88,0.534
2017,87.067,0.624
2017,19.209,0.432
2018,86.354,0.613
2018,22.279,0.325
2019,86.378,0.612
2019,26.246,0.381
2020,84.322,0.595
2020,33.595,0.341
2021,83.955,0.62
2021,32.223,0.382
2022,85.206,0.592
2022,45.966,0.31
2023,86.938,0.582
2023,60.004,0.231
2024,90.285,0.571
2024,49.149,0.408
2025,90.311,0.57
2025,49.155,0.408
2026,92.659,0.551
2026,43.174,0.432
2027,96.735,0.552
2027,53.7,0.416
2028,99.428,0.528
2028,63.275,0.411
2029,99.737,0.47
2029,54.335,0.406
2030,101.474,0.497
2030,71.868,0.43
2031,101.414,0.496
2031,71.645,0.429
2032,102.756,0.487
2032,83.488,0.44
2033,105.694,0.535
2033,78.794,0.426
2034,108.653,0.597
2034,76.539,0.392
2035,113.45,0.608
2035,77.618,0.397
2036,111.157,0.654
2036,77.737,0.451
2037,111.156,0.655
2037,77.419,0.453
2038,113.824,0.622
2038,83.489,0.433
2039,111.554,0.552
2039,81.252,0.435
2040,113.93,0.55
2040,84.492,0.403
2041,114.728,0.538
2041,85.033,0.4
2042,119.056,0.554
2042,87.379,0.421
2043,119.184,0.554
2043,87.325,0.421
2044,118.176,0.51
2044,86.833,0.417
2045,114.131,0.432
2045,88.319,0.468
2046,118.99,0.487
2046,89.272,0.475
2047,126.89,0.543
2047,89.501,0.472
2048,132.074,0.54
2048,88.532,0.436
2049,132.038,0.541
2049,88.523,0.437
2050,132.534,0.487
2050,85.84,0.432
2051,138.923,0.483
2051,91.16,0.483
2052,140.855,0.531
2052,86.94,0.402
2053,140.363,0.473
2053,84.253,0.42
2054,140.052,0.499
2054,84.383,0.426
2054,87.438,0.346
2055,140.063,0.499
2055,84.403,0.427
2055,87.442,0.347
2056,138.827,0.498
2056,81.558,0.41
2057,135.959,0.536
2057,77.351,0.405
2058,132.246,0.535
2058,74.034,0.387
2059,129.514,0.528
2059,74.661,0.423
2060,127.549,0.554
2060,75.567,0.427
2061,127.608,0.554
2061,75.505,0.427
2062,117.407,0.519
2062,75.652,0.431
2063,112.43,0.529
2063,79.442,0.444
2064,107.93,0.543
2064,80.595,0.49
2065,106.322,0.57
2065,77.783,0.5
2066,105.524,0.579
2066,79.72,0.495
2067,105.467,0.579
2067,79.749,0.496
2068,102.545,0.586
2068,81.23,0.476
2069,97.451,0.554
2069,78.104,0.407
2070,97.032,0.543
2070,80.683,0.428
2071,96.849,0.525
2071,82.674,0.425
2072,97.993,0.545
2072,80.152,0.461
2073,97.993,0.546
2073,80.093,0.46
2074,99.467,0.55
2074,82.157,0.371
2075,99.118,0.546
2075,83.542,0.401
2076,99.707,0.524
2076,82.584,0.425
2077,102.944,0.54
2077,82.649,0.418
2078,103.939,0.554
2078,80.706,0.469
2079,103.874,0.554
2079,80.703,0.47
2080,105.798,0.512
2080,81.346,0.449
2081,106.589,0.482
2081,80.542,0.43
2082,104.777,0.476
2082,82.465,0.459
2083,105.517,0.526
2083,87.447,0.434
2084,106.087,0.553
2084,89.707,0.439
2085,106.033,0.552
2085,89.616,0.439
2086,106.817,0.589
2086,92.904,0.463
2087,107.934,0.511
2087,94.946,0.399
2088,109.57,0.586
2088,93.137,0.427
2089,104.968,0.567
2089,97.455,0.396
2090,113.351,0.619
2090,93.816,0.427
2091,113.295,0.62
2091,93.821,0.427
2092,111.135,0.548
2092,94.527,0.442
2093,116.429,0.568
2093,95.697,0.444
2094,118.35,0.58
2094,96.239,0.427
2095,126.336,0.603
2095,94.497,0.424
2096,125.505,0.614
2096,92.371,0.415
2097,125.481,0.614
2097,92.41,0.415
2098,121.929,0.575
2098,95.655,0.429
2099,120.775,0.546
2099,99.083,0.422
2100,124.154,0.567
2100,101.632,0.421
2101,127.698,0.563
2101,101.268,0.43
2102,132.846,0.609
2102,98.986,0.415
2103,132.789,0.609
2103,99.078,0.415
2104,129.662,0.585
2104,95.55,0.415
2105,129.775,0.635
2105,99.744,0.413
2106,124.936,0.628
2106,104.622,0.412
2107,124.07,0.636
2107,102.45,0.416
2108,117.295,0.589
2108,102.467,0.439
2109,117.326,0.589
2109,102.417,0.44
2110,120.579,0.639
2110,99.63,0.413
2111,119.837,0.646
2111,101.894,0.446
2112,115.019,0.618
2112,103.268,0.391
2113,110.52,0.609
2113,103.328,0.399
2114,107.519,0.602
2114,100.497,0.441
2115,107.53,0.603
2115,100.456,0.441
2116,106.539,0.6
2116,97.926,0.422
2117,104.063,0.622
2117,94.828,0.398
2118,101.736,0.626
2118,92.366,0.384
2119,101.309,0.628
2119,89.616,0.37
2120,98.206,0.588
2120,88.782,0.38
2121,98.238,0.588
2121,88.757,0.38
2122,97.232,0.609
2122,89.383,0.355
2123,95.4,0.604
2123,90.777,0.359
2124,92.507,0.605
2124,90.996,0.373
2125,92.307,0.602
2125,91.247,0.384
2126,91.412,0.606
2126,90.747,0.39
2127,91.417,0.606
2127,88.506,0.393
2128,90.514,0.581
2128,91.058,0.401
2129,88.955,0.602
2129,91.556,0.412
2130,89.694,0.576
2130,91.926,0.396
2131,89.515,0.568
2131,91.577,0.39
2132,91.409,0.576
2132,91.035,0.393
2133,91.411,0.576
2133,91.084,0.393
2134,91.756,0.562
2134,91.55,0.4
2135,92.191,0.554
2135,89.56,0.392
2136,91.515,0.542
2136,90.747,0.401
2137,93.737,0.532
2137,91.469,0.439
2138,93.558,0.529
2138,91.723,0.468
2139,93.539,0.529
2139,91.669,0.466
2140,96.051,0.528
2141,95.923,0.521
2142,93.794,0.536
2142,89.335,0.437
2143,92.065,0.541
2143,90.035,0.391
2144,93.509,0.563
2144,86.466,0.386
2145,93.469,0.561
2145,86.287,0.385
2146,93.613,0.557
2146,86.498,0.422
2147,92.318,0.555
2147,91.115,0.444
2148,93.278,0.552
2148,95.811,0.381
2149,93.525,0.562
2149,98.166,0.385
2150,95.517,0.587
2150,96.282,0.382
2151,95.492,0.587
2151,96.321,0.382
2152,93.002,0.55
2152,100.034,0.402
2153,92.753,0.555
2153,99.525,0.389
2154,93.127,0.551
2154,101.626,0.392
2155,91.479,0.57
2155,106.463,0.41
2156,90.759,0.602
2156,109.466,0.432
2157,90.73,0.601
2157,109.34,0.432
2158,90.223,0.608
2158,104.605,0.414
2159,87.41,0.607
2159,97.742,0.384
2160,83.339,0.606
2160,104.545,0.397
2161,83.157,0.555
2161,93.403,0.376
2162,80.482,0.614
2162,93.768,0.376
2163,80.529,0.614
2163,93.665,0.377
2164,79.358,0.56
2164,91.663,0.371
2165,80.092,0.563
2165,88.575,0.375
2166,77.733,0.581
2166,88.113,0.359
2167,77.424,0.597
2167,86.903,0.367
2168,80.583,0.582
2168,84.683,0.37
2169,80.568,0.581
2169,84.693,0.37
2170,82.378,0.579
2170,86.902,0.385
2171,84.384,0.531
2171,86.317,0.38
2172,87.085,0.553
2172,89.116,0.385
2173,89.413,0.551
2173,89.075,0.384
2174,88.879,0.489
2174,87.133,0.38
2175,88.844,0.489
2175,87.192,0.38
2176,85.835,0.504
2176,85.512,0.39
2177,84.732,0.465
2177,85.634,0.389
2178,84.307,0.451
2178,86.63,0.378
2179,80.684,0.465
2179,87.537,0.38
2180,74.759,0.486
2180,86.608,0.39
2181,74.752,0.486
2181,86.546,0.39
2182,69.151,0.495
2182,87.018,0.394
2183,71.68,0.479
2183,89.64,0.392
2184,65.252,0.484
2184,90.255,0.401
2185,63.153,0.47
2185,87.949,0.401
2186,56.206,0.487
2186,81.18,0.416
2187,56.454,0.487
2187,81.244,0.415
2188,48.249,0.516
2188,86.866,0.385
2189,42.263,0.525
2189,88.965,0.383
2189,81.796,0.45
2190,39.999,0.517
2190,81.641,0.435
2190,88.567,0.375
2191,40.553,0.502
2191,80.847,0.45
2191,81.091,0.397
2192,39.778,0.52
2192,79.45,0.453
2192,88.956,0.359
2193,40.154,0.52
2193,79.437,0.453
2193,88.911,0.36
2194,33.331,0.461
2194,80.194,0.45
2195,28.472,0.491
2195,79.489,0.452
2195,72.241,0.382
2196,44.655,0.465
2196,78.629,0.446
2196,60.562,0.376
2197,28.409,0.512
2197,50.059,0.405
2197,78.918,0.432
2198,91.567,0.376
2198,78.93,0.428
2198,45.138,0.362
2199,91.749,0.376
2199,78.741,0.429
2199,45.371,0.364
2200,60.889,0.453
2200,78.557,0.425
2201,61.048,0.381
2201,77.982,0.422
2202,78.119,0.423
2203,77.559,0.424
2204,69.254,0.432
2204,77.383,0.418
2205,69.239,0.432
2205,77.336,0.417
2206,79.168,0.403
2206,78.142,0.44
2207,75.799,0.362
2207,77.973,0.458
2208,80.223,0.391
2209,86.013,0.295
2209,79.695,0.471
2210,97.723,0.368
